qid	query_text	locale	expected_route_kind	expected_target	expected_l0	expected_l1	intent	notes
Q.PETS.0226	силикагелевый наполнитель 1 кг самовывоз	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0227	шампунь для собак	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0228	кошачий наполнитель 12 кг купить	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0229	шампунь для собак купить	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0230	комкующийся наполнитель 10 л	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0231	лоток для кошек	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0232	комкующийся наполнитель 85 г недорого	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0233	пеленки для собак 85 г недорого	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0234	силикагелевый наполнитель 60 шт самовывоз	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0235	силикагелевый наполнитель 24 шт с доставкой	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0236	туалет для кошки закрытый	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0237	пуходерка для собак самовывоз	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0238	силикагелевый наполнитель 60 шт	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0239	пеленки для собак 10 л купить	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0240	туалет для кошки закрытый	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0241	шампунь для собак	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0242	пакеты для уборки за собакой 100 шт	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0243	кошачий наполнитель 100 шт	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0244	туалет для кошки закрытый купить	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0245	пеленки для собак 60 шт купить	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0246	силикагелевый наполнитель 10 кг рядом	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0247	гигиена и наполнители купить	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	browse	category browse
Q.PETS.0248	гигиена и наполнители рядом	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	browse	category browse
Q.PETS.0249	молоко 1 л купить	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	human food -> FOOD
Q.PETS.0250	шампунь loreal	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	human haircare -> BEAUTY.HAIRCARE
Q.PETS.0251	витамин d3	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	human supplements -> BEAUTY.HEALTH
Q.PETS.0252	грунт для растений	ru-RU	canonical	HOME.GARDEN	HOME	HOME.GARDEN	product	plants -> HOME.GARDEN
Q.PETS.0253	как приучить кота к лотку	ru-RU	blocked	BLOCKED	BLOCKED	BLOCKED	noise	how-to content
Q.PETS.0254	как дрессировать собаку	ru-RU	blocked	BLOCKED	BLOCKED	BLOCKED	noise	how-to content
Q.PETS.0255	корм для кошек royal canin	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	pets food
Q.PETS.0256	наполнитель для кошачьего туалета	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	pets hygiene
